categorie,description,detail,annee,nombre_csq
pays,pays_de_naissance,cap-vert,2018,0
pays,pays_de_naissance,chili,2018,80
pays,pays_de_naissance,chine,2018,4958
pays,pays_de_naissance,chypre,2018,9
pays,pays_de_naissance,cit._brit.,2018,0
pays,pays_de_naissance,colombie,2018,730
pays,pays_de_naissance,congo,2018,166
pays,pays_de_naissance,corée_du_nord,2018,0
pays,pays_de_naissance,corée_du_sud,2018,329
pays,pays_de_naissance,costa_rica,2018,51
pays,pays_de_naissance,croatie,2018,27
pays,pays_de_naissance,cuba,2018,350
pays,pays_de_naissance,curaçao,2018,0
pays,pays_de_naissance,côte_d'ivoire,2018,1242
pays,pays_de_naissance,danemark,2018,8
pays,pays_de_naissance,djibouti,2018,138
pays,pays_de_naissance,dominique,2018,0
pays,pays_de_naissance,el_salvador,2018,143
pays,pays_de_naissance,erreur!,2018,0
pays,pays_de_naissance,espagne,2018,111
pays,pays_de_naissance,estonie,2018,5
pays,pays_de_naissance,falkland,2018,0
pays,pays_de_naissance,fidji,2018,0
pays,pays_de_naissance,finlande,2018,16
pays,pays_de_naissance,france,2018,5831
pays,pays_de_naissance,gabon,2018,37
pays,pays_de_naissance,gambie,2018,0
pays,pays_de_naissance,ghana,2018,62
pays,pays_de_naissance,gibraltar,2018,0
pays,pays_de_naissance,grenade,2018,7
pays,pays_de_naissance,grèce,2018,46
pays,pays_de_naissance,guadeloupe,2018,46
pays,pays_de_naissance,guatemala,2018,79
pays,pays_de_naissance,guinée,2018,254
pays,pays_de_naissance,guinée-bissau,2018,0
pays,pays_de_naissance,guinée_équatoriale,2018,0
pays,pays_de_naissance,guyana,2018,12
pays,pays_de_naissance,guyane_française,2018,0
pays,pays_de_naissance,géorgie,2018,11
pays,pays_de_naissance,haïti,2018,1822
pays,pays_de_naissance,honduras,2018,50
pays,pays_de_naissance,hong_kong,2018,182
pays,pays_de_naissance,hongrie,2018,31
pays,pays_de_naissance,inde,2018,1679
pays,pays_de_naissance,indonésie,2018,35
pays,pays_de_naissance,iran,2018,1513
pays,pays_de_naissance,iraq,2018,366
pays,pays_de_naissance,irlande,2018,17
pays,pays_de_naissance,islande,2018,6
pays,pays_de_naissance,israël,2018,81
pays,pays_de_naissance,italie,2018,156
pays,pays_de_naissance,jamaïque,2018,53
pays,pays_de_naissance,japon,2018,81
pays,pays_de_naissance,"jersey,_bailliage_de",2018,0
pays,pays_de_naissance,jordanie,2018,161
pays,pays_de_naissance,kazakhstan,2018,36
pays,pays_de_naissance,kenya,2018,23
pays,pays_de_naissance,kirghizistan,2018,28
pays,pays_de_naissance,kosovo,2018,12
pays,pays_de_naissance,koweït,2018,229
pays,pays_de_naissance,laos,2018,6
pays,pays_de_naissance,lesotho,2018,0
pays,pays_de_naissance,lettonie,2018,11
pays,pays_de_naissance,liban,2018,952
pays,pays_de_naissance,libye,2018,81
pays,pays_de_naissance,libéria,2018,6
pays,pays_de_naissance,lituanie,2018,7
pays,pays_de_naissance,luxembourg,2018,8
pays,pays_de_naissance,macao,2018,0
pays,pays_de_naissance,macédoine,2018,0
pays,pays_de_naissance,madagascar,2018,139
pays,pays_de_naissance,malaisie,2018,14
pays,pays_de_naissance,malawi,2018,16
pays,pays_de_naissance,maldives,2018,0
pays,pays_de_naissance,mali,2018,198
pays,pays_de_naissance,malte,2018,0
pays,pays_de_naissance,maroc,2018,2996
pays,pays_de_naissance,martinique,2018,34
pays,pays_de_naissance,maurice,2018,135
pays,pays_de_naissance,mauritanie,2018,64
pays,pays_de_naissance,mayotte,2018,0
pays,pays_de_naissance,mexique,2018,512
pays,pays_de_naissance,micronésie,2018,0
pays,pays_de_naissance,moldova,2018,145
pays,pays_de_naissance,monaco,2018,0
pays,pays_de_naissance,mongolie,2018,5
pays,pays_de_naissance,monténégro,2018,0
pays,pays_de_naissance,mozambique,2018,13
pays,pays_de_naissance,myanmar,2018,0
pays,pays_de_naissance,namibie,2018,14
pays,pays_de_naissance,nicaragua,2018,30
pays,pays_de_naissance,niger,2018,68
pays,pays_de_naissance,nigéria,2018,233
pays,pays_de_naissance,norvège,2018,7
pays,pays_de_naissance,nouvelle-calédonie,2018,26
pays,pays_de_naissance,nouvelle-zélande,2018,9
pays,pays_de_naissance,népal,2018,60
pays,pays_de_naissance,oman,2018,12
pays,pays_de_naissance,ouganda,2018,55
pays,pays_de_naissance,ouzbékistan,2018,24
pays,pays_de_naissance,pakistan,2018,465
pays,pays_de_naissance,palestine,2018,28
pays,pays_de_naissance,panama,2018,5
pays,pays_de_naissance,papouasie-nouvelle-guinée,2018,0
pays,pays_de_naissance,paraguay,2018,5
pays,pays_de_naissance,pays-bas,2018,44
pays,pays_de_naissance,philippines,2018,1179
pays,pays_de_naissance,pologne,2018,35
pays,pays_de_naissance,polynésie_française,2018,29
pays,pays_de_naissance,porto_rico,2018,0
pays,pays_de_naissance,portugal,2018,46
pays,pays_de_naissance,pérou,2018,171
pays,pays_de_naissance,qatar,2018,106
pays,pays_de_naissance,roumanie,2018,143
pays,pays_de_naissance,royaume-uni,2018,172
pays,pays_de_naissance,russie,2018,146
pays,pays_de_naissance,rwanda,2018,166
pays,pays_de_naissance,rép._centrafricaine,2018,161
pays,pays_de_naissance,rép._dominicaine,2018,266
pays,pays_de_naissance,rép._du_soudan_du_sud,2018,0
pays,pays_de_naissance,rép._dém._du_congo,2018,901
pays,pays_de_naissance,rép._tchèque,2018,8
pays,pays_de_naissance,réunion,2018,41
pays,pays_de_naissance,sahara_occidental,2018,0
pays,pays_de_naissance,saint-kitts-et-nevis,2018,0
pays,pays_de_naissance,saint-marin,2018,0
pays,pays_de_naissance,saint-martin,2018,0
pays,pays_de_naissance,saint-pierre-et-miquelon,2018,0
pays,pays_de_naissance,saint-vincent-et-les_grenadines,2018,48
pays,pays_de_naissance,sainte-lucie,2018,13
pays,pays_de_naissance,samoa,2018,0
pays,pays_de_naissance,sao_tomé-et-principe,2018,0
pays,pays_de_naissance,serbie,2018,26
pays,pays_de_naissance,serbie-et-monténégro,2018,0
pays,pays_de_naissance,seychelles,2018,6
pays,pays_de_naissance,sierra_leone,2018,8
pays,pays_de_naissance,singapour,2018,26
pays,pays_de_naissance,slovaquie,2018,12
pays,pays_de_naissance,slovénie,2018,0
pays,pays_de_naissance,somalie,2018,0
pays,pays_de_naissance,soudan,2018,45
pays,pays_de_naissance,sri_lanka,2018,109
pays,pays_de_naissance,suisse,2018,88
pays,pays_de_naissance,suriname,2018,0
pays,pays_de_naissance,suède,2018,15
pays,pays_de_naissance,swaziland,2018,0
pays,pays_de_naissance,syrie,2018,3601
pays,pays_de_naissance,sénégal,2018,474
pays,pays_de_naissance,tadjikistan,2018,8
pays,pays_de_naissance,tanzanie,2018,81
pays,pays_de_naissance,taïwan,2018,137
pays,pays_de_naissance,tchad,2018,85
pays,pays_de_naissance,tchécoslovaquie,2018,0
pays,pays_de_naissance,thaïlande,2018,70
pays,pays_de_naissance,tibet,2018,0
pays,pays_de_naissance,timor-leste,2018,0
pays,pays_de_naissance,togo,2018,255
pays,pays_de_naissance,tonga,2018,0
pays,pays_de_naissance,trinité-et-tobago,2018,27
pays,pays_de_naissance,tunisie,2018,2139
pays,pays_de_naissance,turkménistan,2018,0
pays,pays_de_naissance,turquie,2018,380
pays,pays_de_naissance,ukraine,2018,241
pays,pays_de_naissance,union_soviétique,2018,76
pays,pays_de_naissance,uruguay,2018,17
pays,pays_de_naissance,vanuatu,2018,0
pays,pays_de_naissance,venezuela,2018,501
pays,pays_de_naissance,vietnam,2018,413
pays,pays_de_naissance,wallis-et-futuna,2018,0
pays,pays_de_naissance,yougoslavie,2018,0
pays,pays_de_naissance,yémen,2018,80
pays,pays_de_naissance,z_-_non_disponible,2018,13
pays,pays_de_naissance,zambie,2018,5
pays,pays_de_naissance,zimbabwe,2018,20
pays,pays_de_naissance,égypte,2018,568
pays,pays_de_naissance,émirats_arabes_unis,2018,704
pays,pays_de_naissance,équateur,2018,57
pays,pays_de_naissance,érythrée,2018,148
pays,pays_de_naissance,états-unis,2018,877
pays,pays_de_naissance,éthiopie,2018,24
pays,pays_de_naissance,île_de_noël,2018,0
pays,pays_de_naissance,îles_caïmanes,2018,0
pays,pays_de_naissance,îles_comores,2018,7
pays,pays_de_naissance,îles_du_pacifique,2018,0
pays,pays_de_naissance,îles_mariannes_du_nord,2018,0
pays,pays_de_naissance,îles_marshall,2018,0
pays,pays_de_naissance,îles_salomon,2018,7
pays,pays_de_naissance,îles_turques_et_caïques,2018,0
pays,pays_de_naissance,îles_vierges_américaines,2018,0
refugies,réfugiés_reconnus_sur_place,famille_sur_place_d'un_réfugié_reconnu_sur_place,2018,47
refugies,réfugiés_reconnus_sur_place,famille_à_l'étranger_d'un_réfugié_reconnu_sur_place,2018,627
refugies,réfugiés_reconnus_sur_place,réfugiés_reconnus_sur_place,2018,2461
refugies,réfugiés_sélectionnés_à_l'étranger,parrainage,2018,4972
refugies,réfugiés_sélectionnés_à_l'étranger,réfugiés_pris_en_charge_par_l'état,2018,1633
regroupement_familial,regroupement_familial,regroupement_familial,2018,12915
sexe,sexe,femmes,2018,25946
sexe,sexe,hommes,2018,25973
sexe,sexe,non_disponible,2018,0
age,groupe_age,00-19_ans,2019,11075
age,groupe_age,20-24_ans,2019,3412
age,groupe_age,25-34_ans,2019,14258
age,groupe_age,35-39_ans,2019,4834
age,groupe_age,40-44_ans,2019,3077
age,groupe_age,45-49_ans,2019,2083
age,groupe_age,50-54_ans,2019,1158
age,groupe_age,non_disponible,2019,0
age,groupe_age,plus_de_55_ans,2019,3558
autres_immigrants,autres_immigrants,autres_immigrants,2019,751
immigration_economique,autres_catégories_économiques,aides_familiaux,2019,269
immigration_economique,gens_d'affaires,entrepreneurs,2019,8
immigration_economique,gens_d'affaires,investisseurs,2019,2647
immigration_economique,gens_d'affaires,travailleurs_autonomes,2019,14
immigration_economique,travailleurs_qualifiés,autres_travailleurs_qualifiés,2019,0
immigration_economique,travailleurs_qualifiés,emploi_assuré,2019,0
immigration_economique,travailleurs_qualifiés,peq_travailleurs,2019,9881
immigration_economique,travailleurs_qualifiés,peq_étudiants,2019,4867
immigration_economique,travailleurs_qualifiés,programme_pilote,2019,0
immigration_economique,travailleurs_qualifiés,prtq,2019,2442
implication,type_d'implication,personne_à_charge,2019,17258
implication,type_d'implication,requérant_principal,2019,26197
mouvement_special,victimes_du_séisme_en_haïti,haïti_-_cas_humanitaires,2019,0
pays,pays_de_naissance,afghanistan,2019,621
pays,pays_de_naissance,afrique_du_sud,2019,63
pays,pays_de_naissance,albanie,2019,35
pays,pays_de_naissance,algérie,2019,1702
pays,pays_de_naissance,allemagne,2019,101
pays,pays_de_naissance,andorre,2019,0
pays,pays_de_naissance,angola,2019,91
pays,pays_de_naissance,antigua-et-barbuda,2019,0
pays,pays_de_naissance,antilles_néerlandaises,2019,0
pays,pays_de_naissance,apatrides,2019,0
pays,pays_de_naissance,arabie_saoudite,2019,550
pays,pays_de_naissance,argentine,2019,43
pays,pays_de_naissance,arménie,2019,12
pays,pays_de_naissance,aruba,2019,0
pays,pays_de_naissance,australie,2019,54
pays,pays_de_naissance,autres_afrique,2019,0
pays,pays_de_naissance,autres_asie,2019,0
pays,pays_de_naissance,autres_océanie,2019,0
pays,pays_de_naissance,autriche,2019,11
pays,pays_de_naissance,azerbaïdjan,2019,16
pays,pays_de_naissance,bahamas,2019,6
pays,pays_de_naissance,bahreïn,2019,10
pays,pays_de_naissance,bangladesh,2019,237
pays,pays_de_naissance,barbade,2019,0
pays,pays_de_naissance,belgique,2019,215
pays,pays_de_naissance,belize,2019,0
pays,pays_de_naissance,bermudes,2019,0
pays,pays_de_naissance,bhoutan,2019,0
pays,pays_de_naissance,bolivie,2019,9
pays,pays_de_naissance,bosnie-herzégovine,2019,10
pays,pays_de_naissance,botswana,2019,0
pays,pays_de_naissance,brunéi_darussalam,2019,0
pays,pays_de_naissance,brésil,2019,984
pays,pays_de_naissance,bulgarie,2019,28
pays,pays_de_naissance,burkina_faso,2019,142
pays,pays_de_naissance,burundi,2019,616
pays,pays_de_naissance,bélarus,2019,26
pays,pays_de_naissance,bénin,2019,259
pays,pays_de_naissance,cambodge,2019,58
pays,pays_de_naissance,cameroun,2019,1385
pays,pays_de_naissance,canada,2019,17
pays,pays_de_naissance,cap-vert,2019,0
pays,pays_de_naissance,chili,2019,80
pays,pays_de_naissance,chine,2019,3205
pays,pays_de_naissance,chypre,2019,0
pays,pays_de_naissance,cit._brit.,2019,0
pays,pays_de_naissance,colombie,2019,736
pays,pays_de_naissance,congo,2019,155
pays,pays_de_naissance,corée_du_nord,2019,0
pays,pays_de_naissance,corée_du_sud,2019,249
pays,pays_de_naissance,costa_rica,2019,38
pays,pays_de_naissance,croatie,2019,5
pays,pays_de_naissance,cuba,2019,214
pays,pays_de_naissance,curaçao,2019,0
pays,pays_de_naissance,côte_d'ivoire,2019,734
pays,pays_de_naissance,danemark,2019,8
pays,pays_de_naissance,djibouti,2019,104
pays,pays_de_naissance,dominique,2019,0
pays,pays_de_naissance,el_salvador,2019,197
pays,pays_de_naissance,erreur!,2019,0
pays,pays_de_naissance,espagne,2019,97
pays,pays_de_naissance,estonie,2019,0
pays,pays_de_naissance,falkland,2019,0
pays,pays_de_naissance,fidji,2019,0
pays,pays_de_naissance,finlande,2019,10
pays,pays_de_naissance,france,2019,7427
pays,pays_de_naissance,gabon,2019,50
pays,pays_de_naissance,gambie,2019,0
pays,pays_de_naissance,ghana,2019,42
pays,pays_de_naissance,gibraltar,2019,0
pays,pays_de_naissance,grenade,2019,7
pays,pays_de_naissance,grèce,2019,45
pays,pays_de_naissance,guadeloupe,2019,51
pays,pays_de_naissance,guatemala,2019,87
pays,pays_de_naissance,guinée,2019,281
pays,pays_de_naissance,guinée-bissau,2019,0
pays,pays_de_naissance,guinée_équatoriale,2019,0
pays,pays_de_naissance,guyana,2019,5
pays,pays_de_naissance,guyane_française,2019,9
pays,pays_de_naissance,géorgie,2019,7
pays,pays_de_naissance,haïti,2019,2507
pays,pays_de_naissance,honduras,2019,73
pays,pays_de_naissance,hong_kong,2019,125
pays,pays_de_naissance,hongrie,2019,17
pays,pays_de_naissance,inde,2019,1081
pays,pays_de_naissance,indonésie,2019,37
pays,pays_de_naissance,iran,2019,977
pays,pays_de_naissance,iraq,2019,230
pays,pays_de_naissance,irlande,2019,13
pays,pays_de_naissance,islande,2019,0
pays,pays_de_naissance,israël,2019,44
pays,pays_de_naissance,italie,2019,130
pays,pays_de_naissance,jamaïque,2019,52
pays,pays_de_naissance,japon,2019,55
pays,pays_de_naissance,"jersey,_bailliage_de",2019,0
pays,pays_de_naissance,jordanie,2019,106
pays,pays_de_naissance,kazakhstan,2019,25
pays,pays_de_naissance,kenya,2019,20
pays,pays_de_naissance,kirghizistan,2019,7
pays,pays_de_naissance,kosovo,2019,12
pays,pays_de_naissance,koweït,2019,91
pays,pays_de_naissance,laos,2019,5
pays,pays_de_naissance,lesotho,2019,0
pays,pays_de_naissance,lettonie,2019,0
pays,pays_de_naissance,liban,2019,565
pays,pays_de_naissance,libye,2019,121
pays,pays_de_naissance,libéria,2019,0
pays,pays_de_naissance,lituanie,2019,10
pays,pays_de_naissance,luxembourg,2019,0
pays,pays_de_naissance,macao,2019,0
pays,pays_de_naissance,macédoine,2019,0
pays,pays_de_naissance,madagascar,2019,159
pays,pays_de_naissance,malaisie,2019,21
pays,pays_de_naissance,malawi,2019,23
pays,pays_de_naissance,maldives,2019,0
pays,pays_de_naissance,mali,2019,153
pays,pays_de_naissance,malte,2019,0
pays,pays_de_naissance,maroc,2019,1588
pays,pays_de_naissance,martinique,2019,49
pays,pays_de_naissance,maurice,2019,246
pays,pays_de_naissance,mauritanie,2019,44
pays,pays_de_naissance,mayotte,2019,0
pays,pays_de_naissance,mexique,2019,714
pays,pays_de_naissance,micronésie,2019,0
pays,pays_de_naissance,moldova,2019,93
pays,pays_de_naissance,monaco,2019,17
pays,pays_de_naissance,mongolie,2019,8
pays,pays_de_naissance,monténégro,2019,0
pays,pays_de_naissance,mozambique,2019,6
pays,pays_de_naissance,myanmar,2019,0
pays,pays_de_naissance,namibie,2019,0
pays,pays_de_naissance,nicaragua,2019,35
pays,pays_de_naissance,niger,2019,51
pays,pays_de_naissance,nigéria,2019,406
pays,pays_de_naissance,norvège,2019,6
pays,pays_de_naissance,nouvelle-calédonie,2019,27
pays,pays_de_naissance,nouvelle-zélande,2019,10
pays,pays_de_naissance,népal,2019,31
pays,pays_de_naissance,oman,2019,8
pays,pays_de_naissance,ouganda,2019,66
pays,pays_de_naissance,ouzbékistan,2019,16
pays,pays_de_naissance,pakistan,2019,448
pays,pays_de_naissance,palestine,2019,30
pays,pays_de_naissance,panama,2019,16
pays,pays_de_naissance,papouasie-nouvelle-guinée,2019,0
pays,pays_de_naissance,paraguay,2019,0
pays,pays_de_naissance,pays-bas,2019,24
pays,pays_de_naissance,philippines,2019,1022
pays,pays_de_naissance,pologne,2019,43
pays,pays_de_naissance,polynésie_française,2019,25
pays,pays_de_naissance,porto_rico,2019,0
pays,pays_de_naissance,portugal,2019,53
pays,pays_de_naissance,pérou,2019,164
pays,pays_de_naissance,qatar,2019,101
pays,pays_de_naissance,roumanie,2019,129
pays,pays_de_naissance,royaume-uni,2019,160
pays,pays_de_naissance,russie,2019,114
pays,pays_de_naissance,rwanda,2019,252
pays,pays_de_naissance,rép._centrafricaine,2019,286
pays,pays_de_naissance,rép._dominicaine,2019,182
pays,pays_de_naissance,rép._du_soudan_du_sud,2019,0
pays,pays_de_naissance,rép._dém._du_congo,2019,1017
pays,pays_de_naissance,rép._tchèque,2019,6
pays,pays_de_naissance,réunion,2019,61
pays,pays_de_naissance,sahara_occidental,2019,0
pays,pays_de_naissance,saint-kitts-et-nevis,2019,0
pays,pays_de_naissance,saint-marin,2019,0
pays,pays_de_naissance,saint-martin,2019,0
pays,pays_de_naissance,saint-pierre-et-miquelon,2019,0
pays,pays_de_naissance,saint-vincent-et-les_grenadines,2019,27
pays,pays_de_naissance,sainte-lucie,2019,7
pays,pays_de_naissance,samoa,2019,0
pays,pays_de_naissance,sao_tomé-et-principe,2019,0
pays,pays_de_naissance,serbie,2019,10
pays,pays_de_naissance,serbie-et-monténégro,2019,0
pays,pays_de_naissance,seychelles,2019,0
pays,pays_de_naissance,sierra_leone,2019,6
pays,pays_de_naissance,singapour,2019,17
pays,pays_de_naissance,slovaquie,2019,0
pays,pays_de_naissance,slovénie,2019,0
pays,pays_de_naissance,somalie,2019,9
pays,pays_de_naissance,soudan,2019,60
pays,pays_de_naissance,sri_lanka,2019,89
pays,pays_de_naissance,suisse,2019,88
pays,pays_de_naissance,suriname,2019,0
pays,pays_de_naissance,suède,2019,7
pays,pays_de_naissance,swaziland,2019,0
pays,pays_de_naissance,syrie,2019,2108
pays,pays_de_naissance,sénégal,2019,393
pays,pays_de_naissance,tadjikistan,2019,7
pays,pays_de_naissance,tanzanie,2019,77
pays,pays_de_naissance,taïwan,2019,91
pays,pays_de_naissance,tchad,2019,177
pays,pays_de_naissance,tchécoslovaquie,2019,0
pays,pays_de_naissance,thaïlande,2019,65
pays,pays_de_naissance,tibet,2019,0
pays,pays_de_naissance,timor-leste,2019,0
pays,pays_de_naissance,togo,2019,169
pays,pays_de_naissance,tonga,2019,0
pays,pays_de_naissance,trinité-et-tobago,2019,9
pays,pays_de_naissance,tunisie,2019,1236
pays,pays_de_naissance,turkménistan,2019,0
pays,pays_de_naissance,turquie,2019,301
pays,pays_de_naissance,ukraine,2019,107
pays,pays_de_naissance,union_soviétique,2019,64
pays,pays_de_naissance,uruguay,2019,12
pays,pays_de_naissance,vanuatu,2019,0
pays,pays_de_naissance,venezuela,2019,686
pays,pays_de_naissance,vietnam,2019,392
pays,pays_de_naissance,wallis-et-futuna,2019,0
pays,pays_de_naissance,yougoslavie,2019,0
pays,pays_de_naissance,yémen,2019,120
pays,pays_de_naissance,z_-_non_disponible,2019,6
pays,pays_de_naissance,zambie,2019,9
pays,pays_de_naissance,zimbabwe,2019,17
pays,pays_de_naissance,égypte,2019,532
pays,pays_de_naissance,émirats_arabes_unis,2019,262
pays,pays_de_naissance,équateur,2019,27
pays,pays_de_naissance,érythrée,2019,135
pays,pays_de_naissance,états-unis,2019,664
pays,pays_de_naissance,éthiopie,2019,26
pays,pays_de_naissance,île_de_noël,2019,0
pays,pays_de_naissance,îles_caïmanes,2019,0
pays,pays_de_naissance,îles_comores,2019,9
pays,pays_de_naissance,îles_du_pacifique,2019,0
pays,pays_de_naissance,îles_mariannes_du_nord,2019,0
pays,pays_de_naissance,îles_marshall,2019,0
pays,pays_de_naissance,îles_salomon,2019,0
pays,pays_de_naissance,îles_turques_et_caïques,2019,0
pays,pays_de_naissance,îles_vierges_américaines,2019,0
refugies,réfugiés_reconnus_sur_place,famille_sur_place_d'un_réfugié_reconnu_sur_place,2019,90
refugies,réfugiés_reconnus_sur_place,famille_à_l'étranger_d'un_réfugié_reconnu_sur_place,2019,889
refugies,réfugiés_reconnus_sur_place,réfugiés_reconnus_sur_place,2019,5448
refugies,réfugiés_sélectionnés_à_l'étranger,parrainage,2019,3100
refugies,réfugiés_sélectionnés_à_l'étranger,réfugiés_pris_en_charge_par_l'état,2019,1698
regroupement_familial,regroupement_familial,regroupement_familial,2019,11351
sexe,sexe,femmes,2019,22129
sexe,sexe,hommes,2019,21325
sexe,sexe,non_disponible,2019,0
age,groupe_age,00-19_ans,2020,10094
age,groupe_age,20-24_ans,2020,4177
age,groupe_age,25-34_ans,2020,15801
age,groupe_age,35-39_ans,2020,5273
age,groupe_age,40-44_ans,2020,3171
age,groupe_age,45-49_ans,2020,1903
age,groupe_age,50-54_ans,2020,1128
age,groupe_age,non_disponible,2020,0
age,groupe_age,plus_de_55_ans,2020,3146
autres_immigrants,autres_immigrants,autres_immigrants,2020,628
immigration_economique,autres_catégories_économiques,aides_familiaux,2020,93
immigration_economique,gens_d'affaires,entrepreneurs,2020,66
immigration_economique,gens_d'affaires,investisseurs,2020,1797
immigration_economique,gens_d'affaires,travailleurs_autonomes,2020,224
immigration_economique,travailleurs_qualifiés,autres_travailleurs_qualifiés,2020,0
immigration_economique,travailleurs_qualifiés,emploi_assuré,2020,0
immigration_economique,travailleurs_qualifiés,peq_travailleurs,2020,8404
immigration_economique,travailleurs_qualifiés,peq_étudiants,2020,8088
immigration_economique,travailleurs_qualifiés,programme_pilote,2020,0
immigration_economique,travailleurs_qualifiés,prtq,2020,4472
implication,type_d'implication,personne_à_charge,2020,16245
implication,type_d'implication,requérant_principal,2020,28448
mouvement_special,victimes_du_séisme_en_haïti,haïti_-_cas_humanitaires,2020,0
pays,pays_de_naissance,afghanistan,2020,564
pays,pays_de_naissance,afrique_du_sud,2020,59
pays,pays_de_naissance,albanie,2020,59
pays,pays_de_naissance,algérie,2020,2293
pays,pays_de_naissance,allemagne,2020,111
pays,pays_de_naissance,andorre,2020,0
pays,pays_de_naissance,angola,2020,76
pays,pays_de_naissance,antigua-et-barbuda,2020,0
pays,pays_de_naissance,antilles_néerlandaises,2020,0
pays,pays_de_naissance,apatrides,2020,0
pays,pays_de_naissance,arabie_saoudite,2020,327
pays,pays_de_naissance,argentine,2020,90
pays,pays_de_naissance,arménie,2020,25
pays,pays_de_naissance,aruba,2020,0
pays,pays_de_naissance,australie,2020,65
pays,pays_de_naissance,autres_afrique,2020,0
pays,pays_de_naissance,autres_asie,2020,0
pays,pays_de_naissance,autres_océanie,2020,0
pays,pays_de_naissance,autriche,2020,12
pays,pays_de_naissance,azerbaïdjan,2020,19
pays,pays_de_naissance,bahamas,2020,12
pays,pays_de_naissance,bahreïn,2020,0
pays,pays_de_naissance,bangladesh,2020,295
pays,pays_de_naissance,barbade,2020,6
pays,pays_de_naissance,belgique,2020,274
pays,pays_de_naissance,belize,2020,0
pays,pays_de_naissance,bermudes,2020,0
pays,pays_de_naissance,bhoutan,2020,0
pays,pays_de_naissance,bolivie,2020,17
pays,pays_de_naissance,bosnie-herzégovine,2020,14
pays,pays_de_naissance,botswana,2020,0
pays,pays_de_naissance,brunéi_darussalam,2020,0
pays,pays_de_naissance,brésil,2020,1262
pays,pays_de_naissance,bulgarie,2020,27
pays,pays_de_naissance,burkina_faso,2020,203
pays,pays_de_naissance,burundi,2020,568
pays,pays_de_naissance,bélarus,2020,28
pays,pays_de_naissance,bénin,2020,325
pays,pays_de_naissance,cambodge,2020,37
pays,pays_de_naissance,cameroun,2020,1362
pays,pays_de_naissance,canada,2020,25
pays,pays_de_naissance,cap-vert,2020,5
pays,pays_de_naissance,chili,2020,83
pays,pays_de_naissance,chine,2020,3841
pays,pays_de_naissance,chypre,2020,0
pays,pays_de_naissance,cit._brit.,2020,0
pays,pays_de_naissance,colombie,2020,935
pays,pays_de_naissance,congo,2020,176
pays,pays_de_naissance,corée_du_nord,2020,0
pays,pays_de_naissance,corée_du_sud,2020,511
pays,pays_de_naissance,costa_rica,2020,34
pays,pays_de_naissance,croatie,2020,0
pays,pays_de_naissance,cuba,2020,394
pays,pays_de_naissance,curaçao,2020,0
pays,pays_de_naissance,côte_d'ivoire,2020,910
pays,pays_de_naissance,danemark,2020,14
pays,pays_de_naissance,djibouti,2020,97
pays,pays_de_naissance,dominique,2020,0
pays,pays_de_naissance,el_salvador,2020,120
pays,pays_de_naissance,erreur!,2020,0
pays,pays_de_naissance,espagne,2020,84
pays,pays_de_naissance,estonie,2020,0
pays,pays_de_naissance,falkland,2020,0
pays,pays_de_naissance,fidji,2020,0
pays,pays_de_naissance,finlande,2020,7
pays,pays_de_naissance,france,2020,6923
pays,pays_de_naissance,gabon,2020,53
pays,pays_de_naissance,gambie,2020,6
pays,pays_de_naissance,ghana,2020,55
pays,pays_de_naissance,gibraltar,2020,0
pays,pays_de_naissance,grenade,2020,8
pays,pays_de_naissance,grèce,2020,63
pays,pays_de_naissance,guadeloupe,2020,48
pays,pays_de_naissance,guatemala,2020,94
pays,pays_de_naissance,guinée,2020,292
pays,pays_de_naissance,guinée-bissau,2020,0
pays,pays_de_naissance,guinée_équatoriale,2020,0
pays,pays_de_naissance,guyana,2020,8
pays,pays_de_naissance,guyane_française,2020,8
pays,pays_de_naissance,géorgie,2020,6
pays,pays_de_naissance,haïti,2020,2187
pays,pays_de_naissance,honduras,2020,66
pays,pays_de_naissance,hong_kong,2020,65
pays,pays_de_naissance,hongrie,2020,31
pays,pays_de_naissance,inde,2020,1608
pays,pays_de_naissance,indonésie,2020,41
pays,pays_de_naissance,iran,2020,1056
pays,pays_de_naissance,iraq,2020,87
pays,pays_de_naissance,irlande,2020,26
pays,pays_de_naissance,islande,2020,0
pays,pays_de_naissance,israël,2020,52
pays,pays_de_naissance,italie,2020,108
pays,pays_de_naissance,jamaïque,2020,39
pays,pays_de_naissance,japon,2020,84
pays,pays_de_naissance,"jersey,_bailliage_de",2020,0
pays,pays_de_naissance,jordanie,2020,73
pays,pays_de_naissance,kazakhstan,2020,19
pays,pays_de_naissance,kenya,2020,27
pays,pays_de_naissance,kirghizistan,2020,19
pays,pays_de_naissance,kosovo,2020,13
pays,pays_de_naissance,koweït,2020,68
pays,pays_de_naissance,laos,2020,0
pays,pays_de_naissance,lesotho,2020,0
pays,pays_de_naissance,lettonie,2020,0
pays,pays_de_naissance,liban,2020,576
pays,pays_de_naissance,libye,2020,102
pays,pays_de_naissance,libéria,2020,0
pays,pays_de_naissance,lituanie,2020,0
pays,pays_de_naissance,luxembourg,2020,9
pays,pays_de_naissance,macao,2020,6
pays,pays_de_naissance,macédoine,2020,0
pays,pays_de_naissance,madagascar,2020,165
pays,pays_de_naissance,malaisie,2020,13
pays,pays_de_naissance,malawi,2020,0
pays,pays_de_naissance,maldives,2020,0
